类别,月份,序号,车型,销量,口碑评分,价格区间,图片链接
MPV,2025-02,17,锐胜王牌M7,894,4.59,6.18-15.38万,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M02/C5/19/872x666_autohomecar__ChsEbGOPE72APIO6AAhdve5p7go391.png
MPV,2025-02,18,威然,885,4.58,28.98-40.28万,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M02/42/FF/872x666_autohomecar__ChwFj2IVmHaAZ5c5AE38jTJzm4E750.png
MPV,2025-02,19,瑞风M3,796,4.48,6.58-12.79万,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M07/80/5B/872x666_autohomecar__ChsFJ2JdKKqALuT_AAoduQMuayg002.png
MPV,2025-02,20,大通G50,795,4.56,8.68-12.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M0B/0B/F9/872x666_autohomecar__ChxoHWfGkweAPXwYAAgqy7q2CBg243.png
MPV,2025-02,21,库斯途,697,4.52,16.98-22.08万,https://g.autoimg.cn/@img/car3/cardfs/series/g7/M0D/C2/96/872x666_autohomecar__Chxks2FRKKmAe6tbAAZpYZlpdgo013.png
MPV,2025-02,22,理想MEGA,681,4.71,52.98-55.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M0B/07/6C/872x666_autohomecar__ChtlyGgdj7aAHYKBAAabT4lHk2Q899.png
MPV,2025-02,23,艾力绅,538,4.47,27.98-33.18万,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M05/C9/25/872x666_autohomecar__ChwFkmG7-DWAMzDOAAa8oiMaPwY727.png
MPV,2025-02,24,奔驰V级,532,4.60,49.68-66.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M00/C1/FE/872x666_autohomecar__ChxkPmb6cTmAKyJrAAtqsSnNPLA651.png
MPV,2025-02,25,威霆,492,4.29,33.68-38.68万,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M0A/97/79/872x666_autohomecar__Chtk2WbNlbaAMjmvAAoBufOC0F4712.png
MPV,2025-02,26,世纪,460,4.61,46.99-68.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g29/M02/83/6D/872x666_autohomecar__ChsFVWNgjJOANc3LAAjTYIpaoT8446.png
MPV,2025-02,27,传祺E9,349,4.54,31.98-40.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M06/F0/AB/872x666_autohomecar__ChxkPmcy6xWAfZEOAAdi0URpA7E069.png
MPV,2025-02,28,魏牌 高山,343,4.56,30.98-35.38万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M03/2E/7B/872x666_autohomecar__ChtlyGfO5bWABmUfAAfsE6XK2v8372.png
MPV,2025-02,29,五菱征程,281,4.43,6.98-9.08万,https://g.autoimg.cn/@img/car3/cardfs/series/g5/M0D/FF/97/872x666_autohomecar__ChsF3WEsR_CAKH9xAAbwYNT0xa4231.png
MPV,2025-02,30,大通G10,255,4.63,10.80-18.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M01/0B/BE/872x666_autohomecar__ChxoHmfGku2AK12EAAoLeJ9_X7c479.png
MPV,2025-02,31,大家9,240,4.49,25.99-40.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M08/21/D8/872x666_autohomecar__ChsEdmLCeuOAFO9KAAfv7DneaAs593.png
MPV,2025-02,32,瑞风E3,204,4.61,13.99-20.88万,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M02/2F/4F/872x666_autohomecar__ChwFlGJdKIOABYkBAAtSKRdNRu4262.png
MPV,2025-02,33,红旗HQ9 PHEV,195,,35.88-53.88万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M02/62/B3/872x666_autohomecar__ChxoHmYEzl6ATo_hAAuY0t6l4Bo711.png
MPV,2025-02,34,奔腾NAT,190,4.54,13.98-16.48万,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M08/22/BD/872x666_autohomecar__ChwFkGBzsm6AZTgFAAbrqpTMf5g503.png
MPV,2025-02,35,睿蓝8,185,4.71,13.78-15.38万,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M09/41/0B/872x666_autohomecar__Chtk2Wc2u-mACcgXAArgGHxRSP4970.png
MPV,2025-02,36,风光380,175,4.47,5.28-6.08万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M07/8B/E7/872x666_autohomecar__ChsFJ2JeRwCAaYOwAA0SJv70YEw591.png
MPV,2025-02,37,星海V9,130,4.55,19.99-27.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M0A/14/62/872x666_autohomecar__ChxkPmc0fhaARlKZAAksmPrW3ic124.png
MPV,2025-02,38,极氪MIX,130,4.55,27.99-29.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M0B/FC/5B/872x666_autohomecar__Chtk2WcY9juAfUWRAAkhf9BXs-A251.png
MPV,2025-02,39,红旗HQ9,115,4.65,34.88-57.88万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M07/F9/98/872x666_autohomecar__ChsFJ2L2d1yABhcWAFrl_ZWn3XQ989.png
MPV,2025-02,40,大家7,115,4.58,18.99-25.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M00/A7/B6/872x666_autohomecar__ChtlxmVbCCaAUkpyAAYK3H4RbCU193.png
MPV,2025-02,41,领途M8,90,4.71,,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M0B/23/52/872x666_autohomecar__Chtk2WcN2DaAXsMXAAtiiwG2c50279.png
MPV,2025-02,42,荣威iMAX8新能源,85,4.47,19.99-35.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M09/14/7B/872x666_autohomecar__CjIFVmS1AUmAbSHDAApsq15EKIo792.png
MPV,2025-02,43,嘉华,83,4.54,28.99-34.09万,https://g.autoimg.cn/@img/car3/cardfs/series/g4/M00/15/C0/872x666_autohomecar__ChwElmEogVuAAGdNAAjqvq3X8YA451.png
MPV,2025-02,44,瑞风RF8 PHEV,75,4.53,20.99-36.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M0A/6D/96/872x666_autohomecar__ChtliGWFaAuAC10BAAjq9wxWXqw098.png
MPV,2025-02,45,菱智新能源,71,4.57,10.98-19.69万,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M01/72/F1/872x666_autohomecar__CjIFVmgtqKSAUWsXAAmEMEALsWY872.png
MPV,2025-02,46,翼真L380,70,4.42,29.99-59.99万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M02/5B/37/872x666_autohomecar__ChtlyGYfKhOAX01dAAhZtiwF0sM637.png
MPV,2025-02,47,嘉际,61,4.50,10.97-11.97万,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M05/CC/36/872x666_autohomecar__ChtliGMYQzmAQU44AAiYxfY9lRU035.png
MPV,2025-02,48,比亚迪e6,50,4.23,,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M07/07/8B/872x666_autohomecar__Chtk2WcZremABwfxAAhQZW1JVY4082.png
MPV,2025-02,49,大通G70,27,4.56,14.98-20.48万,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M03/A8/5A/872x666_autohomecar__Chtlx2VbJHmALtKzAAb3BBYE9LM403.png
MPV,2025-02,50,瑞风RF8,27,4.44,16.99-27.99万,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M00/4F/94/872x666_autohomecar__CjIFV2WFaASABEULAAZVmJ_YkTo280.png
